bojí	boja	boj	bál	bojac	bojaci			bátie
šibká	šibkajú	šibkaj	šibkal	šibkajúc	šibkajúci		šibkaný	šibkanie
šibne	šibnú	šibni	šibol	šibnúc		šibnuvší	šibnutý	šibnutie
šikne	šiknú	šikni	šikol	šiknúc		šiknuvší		šiknutie
šimre	šimrú	šimri	šimral	šimrúc/šimrajúc	šimrúci/šimrajúci		šimraný	šimranie
šiple	šiplú	šipli	šiplal	šiplúc/šiplajúc	šiplúci			šiplanie
škerí	škeria	šker	škeril	škeriac	škeriaci		škerený	škerenie
šklbe	šklbú	šklb/šklbaj	šklbal	šklbúc/šklbajúc	šklbúci/šklbajúci		šklbaný	šklbanie
škodí	škodia	škoď	škodil	škodiac	škodiaci			škodenie
školí	školia	škoľ	školil	školiac	školiaci		školený	školenie
škopí	škopia	škop	škopil	škopiac	škopiaci		škopený	škopenie
škrčí	škrčia	škrč	škrčal	škrčiac	škrčiaci			škrčanie
škrie	škrú	škri	škrel	škrúc	škrúci			škrenie
škŕka	škŕkajú	škŕkaj	škŕkal	škŕkajúc	škŕkajúci			škŕkanie
škrtá	škrtajú	škrtaj	škrtal	škrtajúc	škrtajúci		škrtaný	škrtanie
škrtí	škrtia	škrť	škrtil	škrtiac	škrtiaci		škrtený	škrtenie
škúli	škúlia	škúľ	škúlil	škúliac	škúliaci			škúlenie
šľahá	šľahajú	šľahaj	šľahal	šľahajúc	šľahajúci		šľahaný	šľahanie
šmára	šmárajú	šmáraj	šmáral	šmárajúc	šmárajúci		šmáraný	šmáranie
šmarí	šmaria	šmar	šmaril	šmariac		šmarivší	šmarený	šmarenie
šmýka	šmýkajú	šmýkaj	šmýkal	šmýkajúc	šmýkajúci		šmýkaný	šmýkanie
šnupe	šnupú/šnupajú	šnup/šnupaj	šnupal	šnupajúc	šnupajúci		šnupaný	šnupanie
šomre	šomrú	šomri	šomral	šomrúc/šomrajúc	šomrúci/šomrajúci		šomraný	šomranie
špára	špárajú	špáraj	špáral	špárajúc	špárajúci		špáraný	špáranie
špatí	špatia	špať	špatil	špatiac	špatiaci		špatený	špatenie
špiní	špinia	špiň	špinil	špiniac	špiniaci		špinený	špinenie
šplhá	šplhajú	šplhaj	šplhal	šplhajúc	šplhajúci			šplhanie
šporí	šporia	špor	šporil	šporiac	šporiaci		šporený	šporenie
šprtá	šprtajú	šprtaj	šprtal	šprtajúc	šprtajúci			šprtanie
špúli	špúlia	špúľ	špúlil	špúliac	špúliaci		špúlený	špúlenie
šťaví	šťavia	šťav	šťavil	šťaviac	šťaviaci			šťavenie
šteká	štekajú	štekaj	štekal	štekajúc	štekajúci			štekanie
štepí	štepia	štep	štepil	štepiac	štepiaci		štepený	štepenie
štiká	štikajú	štikaj	štikal	štikajúc	štikajúci		štikaný	štikanie
štípe	štípu	štíp	štípal	štípajúc	štípajúci		štípaný	štípanie
štíti	štítia	štíť	štítil	štítiac	štítiaci			štítenie
štope	štopú	štop	štopal	štopúc	štopúci		štopaný	štopanie
štrbí	štrbia	štrb	štrbil	štrbiac	štrbiaci		štrbený	štrbenie
štrká	štrkajú	štrkaj	štrkal	štrkajúc	štrkajúci			štrkanie
šťuká	šťukajú	šťukaj	šťukal	šťukajúc	šťukajúci			šťukanie
štúra	štúrajú	štúraj	štúral	štúrajúc	štúrajúci		štúraný	štúranie
štúri	štúria	štúr	štúril	štúriac		štúrivší	štúrený	štúrenie
šuchá	šuchajú	šuchaj	šuchal	šuchajúc	šuchajúci		šuchaný	šuchanie
šúcha	šúchajú	šúchaj	šúchal	šúchajúc	šúchajúci		šúchaný	šúchanie
šumí	šumia	šum	šumel	šumiac	šumiaci			šumenie
šupí			šupelo					šupenie
šupne	šupnú	šupni	šupol	šupnúc		šupnuvší	šupnutý	šupnutie
šústa	šústajú	šústaj	šústal	šústajúc	šústajúci		šústaný	šústanie
šušká	šuškajú	šuškaj	šuškal	šuškajúc	šuškajúci		šuškaný	šuškanie
šušle	šušlú	šušli	šušlal	šušlajúc	šušlajúci			šušlanie
šuští	šuštia	šušť / šušti	šušťal	šuštiac	šuštiaci			šušťanie
šváca	švácajú	švácaj	švácal	švácajúc	švácajúci		švácaný	švácanie
švihá	švihajú	švihaj	švihal	švihajúc	švihajúci		švihaný	švihanie
tacká	tackajú	tackaj	tackal	tackajúc	tackajúci			tackanie
ťapká	ťapkajú	ťapkaj	ťapkal	ťapkajúc	ťapkajúci		ťapkaný	ťapkanie
ťapne	ťapnú	ťapni	ťapol	ťapnúc		ťapnuvší	ťapnutý	ťapnutie
ťarbe	ťarbú	ťarbi	ťarbal	ťarbúc	ťarbúci			ťarbanie
ťažie	ťažejú	ťažej	ťažel	ťažejúc	ťažejúci			ťaženie
ťažká	ťažkajú	ťažkaj	ťažkal	ťažkajúc	ťažkajúci		ťažkaný	ťažkanie
tenčí	tenčia	tenč/tenči	tenčil	tenčiac	tenčiaci			tenčenie
tesní	tesnia	tesni	tesnil	tesniac	tesniaci		tesnený	tesnenie
tieni	tienia	tieň	tienil	tieniac	tieniaci		tienený	tienenie
tíska	tískajú	tískaj	tískal	tískajúc	tískajúci		tískaný	tískanie
tisne	tisnú	tisni	tisol	tisnúc	tisnúci		tisnutý	tisnutie
tkáva	tkávajú	tkávaj	tkával	tkávajúc	tkávajúci			tkávanie
tkvie	tkvejú	tkvej	tkvel	tkvejúc	tkvejúci			tkvenie
tlačí	tlačia	tlač	tlačil	tlačiac	tlačiaci		tlačený	tlačenie
tmelí	tmelia	tmeľ	tmelil	tmeliac	tmeliaci		tmelený	tmelenie
tmolí	tmolia	tmoľ	tmolil	tmoliac	tmoliaci			tmolenie
trafí	trafia	traf	trafil	trafiac		trafivší	trafený	trafenie
trápi	trápia	tráp	trápil	trápiac	trápiaci		trápený	trápenie
tratí	tratia	trať	tratil	tratiac	tratiaci		tratený	tratenie
trávi	trávia	tráv	trávil	tráviac	tráviaci		trávený	trávenie
trepe	trepú	trep	trepal	trepúc/trepajúc	trepúci/trepajúci		trepaný	trepanie
trhne	trhnú	trhni	trhol	trhnúc		trhnuvší	trhnutý	trhnutie
trasie	trasú	tras	triasol	trasúc	trasúci		trasený	trasenie
tríme / tríma	trímu / trímajú	trím / trímaj	trímal	trímuc/trímajúc	trímuci/trímajúci		trímaný	trímanie
trkne	trknú	trkni	trkol	trknúc		trknuvší	trknutý	trknutie
trmne	trmnú	trmni	trmol	trmnúc		trmnuvší	trmnutý	trmnutie
tróni	trónia	tróň	trónil	tróniac	tróniaci			trónenie
troví	trovia	trov	trovil	troviac	troviaci		trovený	trovenie
trpí	trpia	trp	trpel	trpiac	trpiaci		trpený	trpenie
tŕpne	tŕpnu	tŕpni	tŕpol	tŕpnuc	tŕpnuci			tŕpnutie
trúbi	trúbia	trúb	trúbil	trúbiac	trúbiaci		trúbený	trúbenie
trudí	trudia	truď	trudil	trudiac	trudiaci			trudenie
trúfa	trúfajú	trúfaj	trúfal	trúfajúc	trúfajúci			trúfanie
trúsi	trúsia	trús	trúsil	trúsiac	trúsiaci		trúsený	trúsenie
tuhne	tuhnú	tuhni	tuhol	tuhnúc	tuhnúci			tuhnutie
ťukne	ťuknú	ťukni	ťukol	ťuknúc		ťuknuvší	ťuknutý	ťuknutie
tuľká	tuľkajú	tuľkaj	tuľkal	tuľkajúc	tuľkajúci		tuľkaný	tuľkanie
tutlá/tutle	tutlú	tutli/tutlaj	tutlal	tutlajúc	tutlajúci		tutlaný	tutlanie
tvári	tvária	tvár	tváril	tváriac	tváriaci			tvárenie
tvorí	tvoria	tvor	tvoril	tvoriac	tvoriaci		tvorený	tvorenie
tvrdí	tvrdia	tvrď	tvrdil	tvrdiac	tvrdiaci		tvrdený	tvrdenie
uberá	uberajú	uberaj	uberal	uberajúc	uberajúci		uberaný	uberanie
ubíja	ubíjajú	ubíjaj	ubíjal	ubíjajúc	ubíjajúci		ubíjaný	ubíjanie
ubodá	ubodajú	ubodaj	ubodal	ubodajúc		ubodavší	ubodaný	ubodanie
ubúda	ubúdajú	ubúdaj	ubúdal	ubúdajúc	ubúdajúci			ubúdanie
ucíti	ucítia	ucíť	ucítil	ucítiac		ucítivší	ucítený	ucítenie
učeše	učešú	učeš	učesal	učešúc		učesavší	učesaný	učesanie
učiní	učinia	učiň	učinil	učiniac		učinivší	učinený	učinenie
učupí	učupia	učup	učupil	učupiac		učupivší	učupený	učupenie
udáva	udávajú	udávaj	udával	udávajúc	udávajúci		udávaný	udávanie
udelí	udelia	udeľ	udelil	udeliac		udelivší	udelený	udelenie
uderí	uderia	uder	uderil	uderiac		uderivší	uderený	uderenie
udiví	udivia	udiv	udivil	udiviac		udivivší	udivený	udivenie
udrie	udrú	udri	udrel	udrúc		udrevší	udretý/udrený	udretie/udrenie
udrží	udržia	udrž	udržal	udržiac		udržavší	udržaný	udržanie
udupe / udupá	udupú / udupajú	udup / udupaj	udupal	udupúc/udupajúc		udupavší	udupaný	udupanie
udusí	udusia	udus	udusil	udusiac		udusivší	udusený	udusenie
udúša	udúšajú	udúšaj	udúšal	udúšajúc	udúšajúci		udúšaný	udúšanie
ufúľa	ufúľajú	ufúľaj	ufúľal	ufúľajúc		ufúľavší	ufúľaný	ufúľanie
uháji	uhája	uháj	uhájil	uhájac		uhájivší	uhájený	uhájenie
uháňa	uháňajú	uháňaj	uháňal	uháňajúc	uháňajúci			uháňanie
uhasí	uhasia	uhas	uhasil	uhasiac		uhasivší	uhasený	uhasenie
uháša	uhášajú	uhášaj	uhášal	uhášajúc	uhášajúci		uhášaný	uhášanie
uhmká	uhmkajú	uhmkaj	uhmkal	uhmkajúc	uhmkajúci			uhmkanie
úhorí	úhoria	úhor	úhoril	úhoriac	úhoriaci		úhorený	úhorenie
uhúka	uhúkajú	uhúkaj	uhúkal	uhúkajúc	uhúkajúci			uhúkanie
uhýba	uhýbajú	uhýbaj	uhýbal	uhýbajúc	uhýbajúci			uhýbanie
uhýna	uhýnajú	uhýnaj	uhýnal	uhýnajúc	uhýnajúci			uhýnanie
uhynie	uhynú	uhyň	uhynul	uhynúc		uhynuvší	uhynutý	uhynutie
uchne	uchnú	uchni	uchol	uchnúc		uchnuvší		uchnutie
uistí	uistia	uisť / uisti	uistil	uistiac		uistivší	uistený	uistenie
ujedá	ujedajú	ujedaj	ujedal	ujedajúc	ujedajúci		ujedaný	ujedanie
ujíma	ujímajú	ujímaj	ujímal	ujímajúc	ujímajúci			ujímanie
ujúka	ujúkajú	ujúkaj	ujúkal	ujúkajúc	ujúkajúci			ujúkanie
ukája	ukájajú	ukájaj	ukájal	ukájajúc	ukájajúci		ukájaný	ukájanie
ukáže	ukážu	ukáž	ukázal	ukážuc		ukázavší	ukázaný	ukázanie
ukojí	ukoja	ukoj	ukojil	ukojac		ukojivší	ukojený	ukojenie
ukuje	ukujú	ukuj	ukoval	ukujúc		ukovavší	ukovaný	ukovanie
ukrká	ukrkajú	ukrkaj	ukrkal	ukrkajúc		ukrkavší	ukrkaný	ukrkanie
ukúva	ukúvajú	ukúvaj	ukúval	ukúvajúc	ukúvajúci		ukúvaný	ukúvanie
ulapí	ulapia	ulap	ulapil	ulapiac		ulapivší	ulapený	ulapenie
uľaví	uľavia	uľav	uľavil	uľaviac		uľavivší		uľavenie
ulepí	ulepia	ulep	ulepil	ulepiac		ulepivší	ulepený	ulepenie
uleží	uležia	ulež	uležal	uležiac		uležavší	uležaný	uležanie
ulíha	ulíhajú	ulíhaj	ulíhal	ulíhajúc	ulíhajúci		ulíhaný	ulíhanie
ulomí	ulomia	ulom	ulomil	ulomiac		ulomivší	ulomený	ulomenie
uloví	ulovia	ulov	ulovil	uloviac		ulovivší	ulovený	ulovenie
uloží	uložia	ulož	uložil	uložiac		uloživší	uložený	uloženie
ulúpi	ulúpia	ulúp	ulúpil	ulúpiac		ulúpivší	ulúpený	ulúpenie
uľúti			uľútilo					uľútenie
umáča	umáčajú	umáčaj	umáčal	umáčajúc		umáčavší	umáčaný	umáčanie
umára	umárajú	umáraj	umáral	umárajúc	umárajúci		umáraný	umáranie
umaže	umažú	umaž	umazal	umažúc		umazavší	umazaný	umazanie
umlčí	umlčia	umlč	umlčal	umlčiac		umlčavší	umlčaný	umlčanie
umĺka	umĺkajú	umĺkaj	umĺkal	umĺkajúc	umĺkajúci			umĺkanie
umorí	umoria	umor	umoril	umoriac		umorivší	umorený	umorenie
umrie	umrú	umri	umrel	umrúc		umrevší	umretý	umretie
umučí	umučia	umuč	umučil	umučiac		umučivší	umučený	umučenie
umýva	umývajú	umývaj	umýval	umývajúc	umývajúci		umývaný	umývanie
unáša	unášajú	unášaj	unášal	unášajúc	unášajúci		unášaný	unášanie
unaví	unavia	unav	unavil	unaviac		unavivší	unavený	unavenie
unesie	unesú	unes	uniesol	unesúc			unesený	unesenie
uniká	unikajú	unikaj	unikal	unikajúc	unikajúci			unikanie
unoží	unožia	unož	unožil	unožiac		unoživší	unožený	unoženie
unúva	unúvajú	unúvaj	unúval	unúvajúc	unúvajúci		unúvaný	unúvanie
upadá	upadajú	upadaj	upadal	upadajúc	upadajúci			upadanie
upáli	upália	upáľ	upálil	upáliac		upálivší	upálený	upálenie
upaží	upažia	upaž	upažil	upažiac		upaživší	upažený	upaženie
upchá	upchajú	upchaj	upchal	upchajúc		upchavší	upchaný/upchatý	upchanie/upchatie
upečie	upečú	upeč	upiekol	upečúc			upečený	upečenie
upíja	upíjajú	upíjaj	upíjal	upíjajúc	upíjajúci		upíjaný	upíjanie
upína	upínajú	upínaj	upínal	upínajúc	upínajúci		upínaný	upínanie
upíše	upíšu	upíš	upísal	upíšuc		upísavší	upísaný	upísanie
upotí	upotia	upoť	upotil	upotiac		upotivší	upotený	upotenie
uprie	uprú	upri	uprel	uprúc		uprevší	upretý/uprený	upretie/uprenie
upúta	upútajú	upútaj	upútal	upútajúc		upútavší	upútaný	upútanie
uráči	uráčia	uráč	uráčil	uráčiac		uráčivší	uráčený	uráčenie
urazí	urazia	uraz	urazil	uraziac	uraziaci	urazivší	urazený	urazenie
uráža	urážajú	urážaj	urážal	urážajúc	urážajúci		urážaný	urážanie
urobí	urobia	urob	urobil	urobiac		urobivší	urobený	urobenie
úročí	úročia	úroč	úročil	úročiac	úročiaci		úročený	úročenie
urodí	urodia	uroď	urodil	urodiac		urodivší	urodený	urodenie
usadá	usadajú	usadaj	usadal	usadajúc	usadajúci			usadanie
usadí	usadia	usaď	usadil	usadiac		usadivší	usadený	usadenie
usedá	usedajú	usedaj	usedal	usedajúc	usedajúci			usedanie
usína	usínajú	usínaj	usínal	usínajúc	usínajúci			usínanie
usmeje	usmejú	usmej	usmial	usmejúc		usmiavší	usmiaty	usmiatie
uspeje	uspejú	uspej	uspel	uspejúc		uspevší		uspenie
usŕka	usŕkajú	usŕkaj	usŕkal	usŕkajúc	usŕkajúci			usŕkanie
ustelie	ustelú	usteľ	ustlal	ustelúc		ustlavší	ustlatý/ustlaný	ustlatie/ustlanie
usúdi	usúdia	usúď	usúdil	usúdiac		usúdivší	usúdený	usúdenie
usúka	usúkajú	usúkaj	usúkal	usúkajúc		usúkavší	usúkaný	usúkanie
usuší	usušia	usuš	usušil	usušiac		usušivší	usušený	usušenie
usúži	usúžia	usúž	usúžil	usúžiac		usúživší	usúžený	usúženie
uštve	uštvú	uštvi	uštval	uštvúc		uštvavší	uštvaný	uštvanie
ušúľa	ušúľajú	ušúľaj	ušúľal	ušúľajúc		ušúľavší	ušúľaný	ušúľanie
utají	utaja	utaj	utajil	utajac		utajivší	utajený	utajenie
utápa	utápajú	utápaj	utápal	utápajúc	utápajúci		utápaný	utápanie
uteká	utekajú	utekaj	utekal	utekajúc	utekajúci			utekanie
uteší	utešia	uteš	utešil	utešiac		utešivší	utešený	utešenie
utečie	utečú	uteč	utiekol	utečúc			utečený	utečenie
utína	utínajú	utínaj	utínal	utínajúc	utínajúci		utínaný	utínanie
utíši	utíšia	utíš	utíšil	utíšiac		utíšivší	utíšený	utíšenie
utĺka	utĺkajú	utĺkaj	utĺkal	utĺkajúc	utĺkajúci		utĺkaný	utĺkanie
utlmí	utlmia	utlm	utlmil	utlmiac		utlmivší	utlmený	utlmenie
útočí	útočia	útoč	útočil	útočiac	útočiaci			útočenie
utonie	utonú	utoň	utonul	utonúc		utonuvší	utonutý	utonutie
utopí	utopia	utop	utopil	utopiac		utopivší	utopený	utopenie
utŕha	utŕhajú	utŕhaj	utŕhal	utŕhajúc	utŕhajúci		utŕhaný	utŕhanie
utrie	utrú	utri	utrel	utrúc		utrevší	utrený/utretý	utrenie/utretie
utŕži	utŕžia	utŕž	utŕžil	utŕžiac		utŕživší	utŕžený	utŕženie
utuží	utužia	utuž	utužil	utužiac		utuživší	utužený	utuženie
utýra	utýrajú	utýraj	utýral	utýrajúc		utýravší	utýraný	utýranie
uváľa	uváľajú	uváľaj	uváľal	uváľajúc		uváľavší	uváľaný	uváľanie
uvalí	uvalia	uvaľ	uvalil	uvaliac		uvalivší	uvalený	uvalenie
uvarí	uvaria	uvar	uvaril	uvariac		uvarivší	uvarený	uvarenie
uváži	uvážia	uváž	uvážil	uvážiac		uváživší	uvážený	uváženie
uvädá	uvädajú	uvädaj	uvädal	uvädajúc	uvädajúci			uvädanie
uverí	uveria	uver	uveril	uveriac		uverivší	uverený	uverenie
uvedie	uvedú	uveď	uviedol	uvedúc			uvedený	uvedenie
uvezie	uvezú	uvez	uviezol	uvezúc			uvezený	uvezenie
uvíta	uvítajú	uvítaj	uvítal	uvítajúc		uvítavší	uvítaný	uvítanie
uzrie	uzrú	uzri	uzrel	uzrúc		uzrevší	uzretý	uzretie
užíva	užívajú	užívaj	užíval	užívajúc	užívajúci		užívaný	užívanie
uživí	uživia	uživ	uživil	uživiac		uživivší	uživený	uživenie
užuje	užujú	užuj	užuval	užujúc		užuvavší	užuvaný	užuvanie
vaľká	vaľkajú	vaľkaj	vaľkal	vaľkajúc	vaľkajúci		vaľkaný	vaľkanie
vápni	vápnia	vápni	vápnil	vápniac	vápniaci		vápnený	vápnenie
vädne	vädnú	vädni	vädol	vädnúc	vädnúci			vädnutie
väzí	väzia	väz	väzel	väziac 	väziaci 			väzenie
väzní	väznia	väzni	väznil	väzniac	väzniaci		väznený	väznenie
vbíja	vbíjajú	vbíjaj	vbíjal	vbíjajúc	vbíjajúci		vbíjaný	vbíjanie
vborí	vboria	vbor	vboril	vboriac		vborivší	vborený	vborenie
vcíti	vcítia	vcíť	vcítil	vcítiac		vcítivší	vcítený	vcítenie
vďačí	vďačia	vďač	vďačil	vďačiac	vďačiaci			vďačenie
vie	vedia	vedz	vedel	vediac	vediaci			vedenie
venčí	venčia	venči	venčil	venčiac	venčiaci		venčený	venčenie
veští	veštia	vešť / vešti	veštil	veštiac	veštiaci		veštený	veštenie
vetrá	vetrajú	vetraj	vetral	vetrajúc	vetrajúci		vetraný	vetranie
vetrí	vetria	vetri	vetril	vetriac	vetriaci		vetrený	vetrenie
vetví	vetvia	vetvi	vetvil	vetviac	vetviaci			vetvenie
vháňa	vháňajú	vháňaj	vháňal	vháňajúc	vháňajúci		vháňaný	vháňanie
vhĺbi	vhĺbia	vhĺb	vhĺbil	vhĺbiac		vhĺbivší	vhĺbený	vhĺbenie
vhodí	vhodia	vhoď	vhodil	vhodiac		vhodivší	vhodený	vhodenie
vhrnie	vhrnú	vhrň	vhrnul	vhrnúc		vhrnuvší	vhrnutý	vhrnutie
viaže	viažu	viaž	viazal	viažuc	viažuci		viazaný	viazanie
vidí	vidia	viď	videl	vidiac 	vidiaci		videný	videnie
virgá	virgajú	virgaj	virgal	virgajúc	virgajúci			virganie
visí	visia	vis	visel	visiac 	visiaci 			visenie
vláči	vláčia	vláč	vláčil	vláčiac	vláčiaci		vláčený	vláčenie
vládze	vládzu	vládz	vládal	vládzuc	vládzuci			vládanie
vláka	vlákajú	vlákaj	vlákal	vlákajúc		vlákavší	vlákaný	vlákanie
vláme	vlámu	vlám	vlámal	vlámuc		vlámavší	vlámaný	vlámanie
vlepí	vlepia	vlep	vlepil	vlepiac		vlepivší	vlepený	vlepenie
vlhčí	vlhčia	vlhč / vlhči	vlhčil	vlhčiac	vlhčiaci		vlhčený	vlhčenie
vlhne	vlhnú	vlhni	vlhol	vlhnúc	vlhnúci			vlhnutie
vlečie	vlečú	vleč	vliekol	vlečúc	vlečúci		vlečený	vlečenie
vlezie	vlezú	vlez	vliezol	vlezúc			vlezený	vlezenie
vloží	vložia	vlož	vložil	vložiac		vloživší	vložený	vloženie
vmetie	vmetú	vmeť	vmietol	vmetúc			vmetený	vmiesenie
vnadí	vnadia	vnaď	vnadil	vnadiac	vnadiaci		vnadený	vnadenie
vnára	vnárajú	vnáraj	vnáral	vnárajúc	vnárajúci		vnáraný	vnáranie
vnáša	vnášajú	vnášaj	vnášal	vnášajúc	vnášajúci		vnášaný	vnášanie
vnesie	vnesú	vnes	vniesol	vnesúc			vnesený	vnesenie
vniká	vnikajú	vnikaj	vnikal	vnikajúc	vnikajúci			vnikanie
vníma	vnímajú	vnímaj	vnímal	vnímajúc	vnímajúci		vnímaný	vnímanie
vnorí	vnoria	vnor	vnoril	vnoriac		vnorivší	vnorený	vnorenie
vnuká	vnukajú	vnukaj	vnukal	vnukajúc	vnukajúci		vnukaný	vnukanie
vnúti	vnútia	vnúť	vnútil	vnútiac		vnútivší	vnútený	vnútenie
vderie	vderú	vder	vodral	vderúc		vodravší	vodraný/vodratý	vodranie/vodratie
vženie	vženú	vžeň	vohnal	vženúc		vohnavší	vohnaný	vohnanie
voľká	voľkajú	voľkaj	voľkal	voľkajúc	voľkajúci			voľkanie
votká	votkajú	votkaj	votkal	votkajúc		votkavší	votkaný	votkanie
vpáli	vpália	vpáľ	vpálil	vpáliac		vpálivší	vpálený	vpálenie
vpíja	vpíjajú	vpíjaj	vpíjal	vpíjajúc	vpíjajúci		vpíjaný	vpíjanie
vpíše	vpíšu	vpíš	vpísal	vpíšuc		vpísavší	vpísaný	vpísanie
vracia	vracajú	vracaj	vracal	vracajúc	vracajúci		vracaný	vracanie
vráti	vrátia	vráť	vrátil	vrátiac		vrátivší	vrátený	vrátenie
vrazí	vrazia	vraz	vrazil	vraziac		vrazivší	vrazený	vrazenie
vráža	vrážajú	vrážaj	vrážal	vrážajúc	vrážajúci		vrážaný	vrážanie
vreže	vrežú	vrež	vrezal	vrežúc		vrezavší	vrezaný	vrezanie
vrhne	vrhnú	vrhni	vrhol	vrhnúc		vrhnuvší	vrhnutý	vrhnutie
vrodí	vrodia	vroď	vrodil	vrodiac		vrodivší	vrodený	vrodenie
vrtí	vrtia	vrť	vrtel	vrtiac	vrtiaci		vrtený	vrtenie
vrúbi	vrúbia	vrúb	vrúbil	vrúbiac	vrúbiaci		vrúbený	vrúbenie
vrúti	vrútia	vrúť	vrútil	vrútiac		vrútivší	vrútený	vrútenie
vrýva	vrývajú	vrývaj	vrýval	vrývajúc	vrývajúci		vrývaný	vrývanie
vŕzga	vŕzgajú	vŕzgaj	vŕzgal	vŕzgajúc	vŕzgajúci			vŕzganie
vrzne	vrznú	vrzni	vrzol	vrznúc		vrznuvší		vrznutie
vrždí	vrždia	vržď / vrždi	vržďal	vrždiac	vrždiaci			vržďanie
vsadí	vsadia	vsaď	vsadil	vsadiac		vsadivší	vsadený	vsadenie
vsáva	vsávajú	vsávaj	vsával	vsávajúc	vsávajúci		vsávaný	vsávanie
vsotí	vsotia	vsoť	vsotil	vsotiac		vsotivší	vsotený	vsotenie
vsunie	vsunú	vsuň	vsunul	vsunúc		vsunuvší	vsunutý	vsunutie
vsúva	vsúvajú	vsúvaj	vsúval	vsúvajúc	vsúvajúci		vsúvaný	vsúvanie
vsype	vsypú	vsyp	vsypal	vsypúc		vsypavší	vsypaný	vsypanie
vsýpa	vsýpajú	vsýpaj	vsýpal	vsýpajúc	vsýpajúci		vsýpaný	vsýpanie
všíma	všímajú	všímaj	všímal	všímajúc	všímajúci		všímaný	všímanie
všíva	všívajú	všívaj	všíval	všívajúc	všívajúci		všívaný	všívanie
vteká	vtekajú	vtekaj	vtekal	vtekajúc	vtekajúci			vtekanie
vtelí	vtelia	vteľ	vtelil	vteliac		vtelivší	vtelený	vtelenie
vtečie	vtečú	vteč	vtiekol	vtečúc			vtečený	vtečenie
vtĺka	vtĺkajú	vtĺkaj	vtĺkal	vtĺkajúc	vtĺkajúci		vtĺkaný	vtĺkanie
vtrie	vtrú	vtri	vtrel	vtrúc		vtrevší	vtrený/vtretý	vtrenie/vtretie
vústi	vústia	vúsť / vústi	vústil	vústiac		vústivší	vústený	vústenie
vyberie	vyberú	vyber	vybral	vyberúc		vybravší	vybratý/vybraný	vybratie/vybranie
vyclí	vyclia	vycli	vyclil	vycliac		vyclivší	vyclený	vyclenie
vyčká	vyčkajú	vyčkaj	vyčkal	vyčkajúc		vyčkavší	vyčkaný	vyčkanie
vyderie	vyderú	vyder	vydral	vyderúc		vydravší	vydraný/vydratý	vydranie/vydratie
vyženie	vyženú	vyžeň	vyhnal	vyženúc		vyhnavší	vyhnaný	vyhnanie
vyhne	vyhnú	vyhni	vyhol	vyhnúc		vyhnuvší	vyhnutý	vyhnutie
vyhrá	vyhrajú	vyhraj	vyhral	vyhrajúc		vyhravší	vyhratý/vyhraný	vyhratie/vyhranie
vyje	vyjedia	vyjedz	vyjedol	vyjediac			vyjedený	vyjedenie
vykole	vykolú	vykoľ	vyklal	vykolúc		vyklavší	vyklaný	vyklanie
vykľuje	vykľujú	vykľuj	vykľul	vykľujúc		vykľuvší	vykľutý	vykľutie
vykryje	vykryjú	vykry	vykryl	vykryjúc		vykryvší	vykrytý	vykrytie
vyleje	vylejú	vylej	vylial	vylejúc		vyliavší	vyliaty	vyliatie
vymôže	vymôžu	vymôž	vymohol	vymôžuc			vymožený	vymoženie
vyočí	vyočia	vyoč	vyočil	vyočiac		vyočivší	vyočený	vyočenie
vyorie	vyorú	vyor	vyoral	vyorúc		vyoravší	vyoraný	vyoranie
vyosí	vyosia	vyos	vyosil	vyosiac		vyosivší	vyosený	vyosenie
vypasie	vypasú	vypas	vypásol	vypasúc			vypasený	vypasenie
vypľuje	vypľujú	vypľuj	vypľul	vypľujúc		vypľuvší	vypľutý	vypľutie
vypne	vypnú	vypni	vypol	vypnúc		vypnuvší	vypnutý	vypnutie
vyrastie	vyrastú	vyrasť / vyrasti	vyrástol	vyrastúc			vyrastený	vyrastenie
vyrve	vyrvú	vyrvi	vyrval	vyrvúc		vyrvavší	vyrvaný	vyrvanie
vyseje	vysejú	vysej	vysial	vysejúc		vysiavší	vysiaty	vysiatie
výska	výskajú	výskaj	výskal	výskajúc	výskajúci			výskanie
vyšle	vyšlú	vyšli	vyslal	vyšlúc		vyslavší	vyslaný	vyslanie
vyspí	vyspia	vyspi	vyspal	vyspiac		vyspavší	vyspaný/vyspatý	vyspanie/vyspatie
vyserie	vyserú	vyser	vysral	vyserúc		vysravší	vysraný/vysratý	vysranie/vysratie
vystane	vystanú	vystaň	vystal	vystanúc		vystavší		vystanie
vystojí	vystoja	vystoj	vystál	vystojac		vystávší	vystáty	vystátie
vytlčie	vytlčú	vytlč	vytĺkol	vytlčúc			vytlčený	vytlčenie
vyučí	vyučia	vyuč	vyučil	vyučiac		vyučivší	vyučený	vyučenie
vyúdi	vyúdia	vyúď	vyúdil	vyúdiac		vyúdivší	vyúdený	vyúdenie
využije	využijú	využi	využil	využijúc		využivší	využitý	využitie
vyzná	vyznajú	vyznaj	vyznal	vyznajúc	vyznajúci	vyznavší	vyznaný	vyznanie
vyzve	vyzvú	vyzvi	vyzval	vyzvúc		vyzvavší	vyzvaný	vyzvanie
vyžerie	vyžerú	vyžer	vyžral	vyžerúc		vyžravší	vyžraný/vyžratý	vyžranie/vyžratie
